run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	library_layout	library_source	read_count	base_count	first_public	last_updated	study_title	run_alias	fastq_bytes	fastq_md5	fastq_ftp	sra_bytes	sra_md5	sra_ftp	sample_alias	sample_title
SRR8634051	SAMN10987669	SRS4395974	SRX5432620	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	44354877	1286291433	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H1666.bam	842443863	e27638f8720be1a5d4528064a86eccd3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8634051/SRR8634051.fastq.gz	637204392	1a9790f67410af400a08bc83fa020664	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8634051	NCIH1666_LUNG	NCIH1666_LUNG
SRR8633233	SAMN10987676	SRS4396059	SRX5432185	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	33413407	968988803	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	Hs_936.T.bam	725687674	68a73fdc77a01a45a1c6b226ea86e455	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633233/SRR8633233.fastq.gz	561600054	778d62a0a205442fcd65fa24dbb560b2	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633233	HS936T_SKIN	HS936T_SKIN
SRR8615987	SAMN10987889	SRS4395975	SRX5415063	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	99196493	20037691586	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G25244.NCI-H1650.1.bam	5723140443;5836891336	8ed78e942a9afeea673bc1bd78009163;e93c9d722dbd3c7c1b140859269786c6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615987/SRR8615987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615987/SRR8615987_2.fastq.gz	9904965174	fd03db14eab41569d0366eb661fe9d68	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615987	NCIH1650_LUNG	NCIH1650_LUNG
SRR8634054	SAMN10988054	SRS4395618	SRX5432617	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	72973878	2116242462	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	COLO_684.bam	1633553832	1cfd64cf78c1bae4de16330206808c61	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8634054/SRR8634054.fastq.gz	1270040991	bb8be2fe391e9876a001f7500a2259d0	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8634054	COLO684_ENDOMETRIUM	COLO684_ENDOMETRIUM
SRR8633235	SAMN10989568	SRS4396080	SRX5432183	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	73829449	2141054021	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	F-36P.bam	1816407132	e6f4f2d38d9600020f51765a7046e256	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/005/SRR8633235/SRR8633235.fastq.gz	1359119666	2141fccb5ea1bf867748cc9547f638e9	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/005/SRR8633235	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	F36P_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8615989	SAMN10987669	SRS4395974	SRX5415061	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	80084477	16177064354	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G25216.NCI-H1666.1.bam	4639459234;4721414529	bf91a3d42609c75fbb3f4d03d47228ac;d43054e21ee8f397339c3c52e26744c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615989/SRR8615989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615989/SRR8615989_2.fastq.gz	8017059822	05f266514a56a9086003fdce304a20cd	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615989	NCIH1666_LUNG	NCIH1666_LUNG
SRR8634056	SAMN10988260	SRS4395185	SRX5432615	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	81495946	2363382434	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	COLO-679.bam	1978677890	2560501992235fa3f06a36edf2414168	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8634056/SRR8634056.fastq.gz	1481488253	36116ba79717b83da6e78753a9176174	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/006/SRR8634056	COLO679_SKIN	COLO679_SKIN
SRR8633236	SAMN10988128	SRS4395463	SRX5432182	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	40930130	1186973770	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	Hs_839.T.bam	833254015	6882f5c2cb519ba7a5cfd90c59b6d171	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633236/SRR8633236.fastq.gz	645264221	7286d0ca6db8bbcb91aeb5ee302e2bde	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/006/SRR8633236	HS839T_FIBROBLAST	HS839T_FIBROBLAST
SRR8615990	SAMN10988173	SRS4395973	SRX5415060	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	96676705	19528694410	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G28561.NCI-H1693.1.bam	6041456531;6111980432	f9e87968e78d310bd76c9ea1d33530b6;15e3e91525a7c16f8205c093c4dfaacd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615990/SRR8615990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615990/SRR8615990_2.fastq.gz	10376058287	3062dd7f13acda3fafcd6677d1945087	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615990	NCIH1693_LUNG	NCIH1693_LUNG
SRR8634059	SAMN10988542	SRS4395191	SRX5432612	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	50109816	1453184664	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	COLO-320.bam	1059211845	0d89e54080c45ba442ea93d09a7c8567	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8634059/SRR8634059.fastq.gz	829769542	36b97dd675460737dec010c049e36329	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/009/SRR8634059	COLO320_LARGE_INTESTINE	COLO320_LARGE_INTESTINE
SRR8633247	SAMN10988220	SRS4395128	SRX5432171	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	47996812	1391907548	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H211.bam	1056842191	b2d1c86ba7ebf3fb5584f72cfada6eea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8633247/SRR8633247.fastq.gz	813559231	670dbc7a8c7d85baa9db2b5a4ee66ef2	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8633247	NCIH211_LUNG	NCIH211_LUNG
SRR8615991	SAMN10988482	SRS4395972	SRX5415059	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	104296388	21067870376	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G41821.COLO-680N.1.bam	6633652053;6532258692	4643d688c1d80cd275a768f9addbe297;986bb623da29c73ef2fc7bb83d8a9961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615991/SRR8615991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615991/SRR8615991_2.fastq.gz	11211601349	0a3d02e10cd9f86403918d994af6b88e	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615991	COLO680N_OESOPHAGUS	COLO680N_OESOPHAGUS
SRR8633249	SAMN10988437	SRS4395127	SRX5432169	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	52754619	1529883951	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H2126.bam	1129926514	4d27d96ad72e27d4e70108682c1b4b90	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8633249/SRR8633249.fastq.gz	859577309	3d55f489067a9974dbe746d682410a81	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/009/SRR8633249	NCIH2126_LUNG	NCIH2126_LUNG
SRR8634060	SAMN10987883	SRS4395850	SRX5432611	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	44598044	1293343276	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	COLO_201.bam	924092674	2735cb145d0f8e03595aeb57cb69a67b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8634060/SRR8634060.fastq.gz	757661853	2e17c388b86721c681b402abc8f3accb	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8634060	COLO201_LARGE_INTESTINE	COLO201_LARGE_INTESTINE
SRR8615995	SAMN10989601	SRS4395968	SRX5415055	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	331178064	66897968928	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G41812.HCC2429.bam	20679778475;20346331676	e275f5798d8cb9a109f9dba5eaa2e0f0;2676432896fffb6daacb52594ec7bc13	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615995/SRR8615995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615995/SRR8615995_2.fastq.gz	35618493290	1f6281e3ca707e322633ea50fcef572c	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615995	HCC2429_LUNG	HCC2429_LUNG
SRR8633250	SAMN10987624	SRS4395645	SRX5432168	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	32970794	956153026	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	SF126.bam	663255596	b71a4dae64cfb9e71d367dd199bb30f9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8633250/SRR8633250.fastq.gz	503839284	2d88c6748bfc87ff94df26696033a212	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8633250	SF126_CENTRAL_NERVOUS_SYSTEM	SF126_CENTRAL_NERVOUS_SYSTEM
SRR8634062	SAMN10987928	SRS4395892	SRX5432609	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	69970696	2029150184	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	TEN.bam	1591651306	51025b41801618093ff3fb34dc35a57a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8634062/SRR8634062.fastq.gz	1214012005	623e46121cc54df7360b7befcaa18b90	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/002/SRR8634062	TEN_ENDOMETRIUM	TEN_ENDOMETRIUM
SRR8615996	SAMN10988553	SRS4395131	SRX5415054	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	91310022	18444624444	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G28870.HCC2935.3.bam	5210810134;5343474397	6e0f2d183bfdedac09ee017230e3f2a3;74865824b86a3dbd22d985773fae2888	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615996/SRR8615996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615996/SRR8615996_2.fastq.gz	9103674454	0c9ecb9b0b51734556d54e2c8586d99b	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615996	HCC2935_LUNG	HCC2935_LUNG
SRR8633251	SAMN10988088	SRS4395648	SRX5432167	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	32947960	955490840	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	Set-2.bam	728101772	c8ab8e32831206801bf701722bc9995a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8633251/SRR8633251.fastq.gz	553818008	41a5ecbe9d00759d5e003c1bc614a506	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8633251	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SET2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8634068	SAMN10988237	SRS4395274	SRX5432603	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	88078426	2554274354	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H441.bam	1925789949	8c8dc52d501e9fac5eb6bc8d63b315a9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8634068/SRR8634068.fastq.gz	1608085998	671992dbf8399d30840f305d2f92a2d2	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8634068	NCIH441_LUNG	NCIH441_LUNG
SRR8633252	SAMN10988273	SRS4395647	SRX5432166	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	50516594	1464981226	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	SEM.bam	1027554342	d1e711618f5d9cb32caf973b51153ee7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8633252/SRR8633252.fastq.gz	794470431	cf3f8ea10727193ad8438f416ec64ddd	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/002/SRR8633252	SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SEM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8615999	SAMN10987967	SRS4395133	SRX5415051	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	88192674	17814920148	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G28887.HCC-2108.3.bam	4980283977;5097099135	2c7b03e8c60e3e9d6e88f6a9b50185ab;921d39d0b83220c85886a9ba55ffa1a3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615999/SRR8615999_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615999/SRR8615999_2.fastq.gz	8771751490	64d1ba8a9cc9e88c8a83796fffe83851	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615999	HCC2108_LUNG	HCC2108_LUNG
SRR8634069	SAMN10987886	SRS4395608	SRX5432602	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	36066068	1045915972	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H358.bam	885740758	279ecce35df4428df64565539325c7b8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/009/SRR8634069/SRR8634069.fastq.gz	679390529	b40d2b582a0ec4e58a22ba02c1435744	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/009/SRR8634069	NCIH358_LUNG	NCIH358_LUNG
SRR8616000	SAMN10987735	SRS4395130	SRX5415050	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	76097271	15371648742	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G28817.HCC-2279.3.bam	4246386983;4346493259	b953cca6d5376cd2e3f50a8c5edc7cd8;15e87fb7efa1df272716c5762c46cba5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8616000/SRR8616000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8616000/SRR8616000_2.fastq.gz	7522568768	36318a813524cee4c0c02d5706a9184a	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8616000	HCC2279_LUNG	HCC2279_LUNG
SRR8634071	SAMN10987678	SRS4395273	SRX5432600	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	69660265	2020147685	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H322.bam	1433147502	94bd985edfe2dc816aa2a4ee2238a2ab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/001/SRR8634071/SRR8634071.fastq.gz	1105644746	be63cd8c3a069951d1849ff9f8226ab5	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/001/SRR8634071	NCIH322_LUNG	NCIH322_LUNG
SRR8633253	SAMN10987741	SRS4395789	SRX5432165	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	50266117	1457717393	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	SNU-1077.bam	1027209641	d2e09a37192ebd041ff74f4df1747acf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633253/SRR8633253.fastq.gz	790760864	ce91baceede3fc3a98c034d9522a8045	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633253	SNU1077_ENDOMETRIUM	SNU1077_ENDOMETRIUM
SRR8616002	SAMN10988190	SRS4395964	SRX5415048	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	79854702	16130649804	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G20482.DMS_114.2.bam	4452870463;4855032003	8d10899af59c221279cc55d28a40912d;ed8ec5797bcef99075c7225b05e8a9ea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8616002/SRR8616002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8616002/SRR8616002_2.fastq.gz	8004073904	29b27c2018cdc0204ef8b2ac1a416a73	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8616002	DMS114_LUNG	DMS114_LUNG
SRR8633260	SAMN10989590	SRS4395458	SRX5432158	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	56024190	1624701510	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	UO-31.bam	1110345019	514e7a3302ad0e745d6e7d0e9fb02af8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8633260/SRR8633260.fastq.gz	848933225	346467ba17a917fe16fde79255896f8e	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8633260	UO31_KIDNEY	UO31_KIDNEY
SRR8634072	SAMN10987754	SRS4395110	SRX5432599	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	41763478	1211140862	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	GSS.bam	893697233	b55a90e3414e1c288a063a452eb9b69d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8634072/SRR8634072.fastq.gz	689417867	358aa86fcafc35910c38da3661bba85d	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/002/SRR8634072	GSS_STOMACH	GSS_STOMACH
SRR8616005	SAMN10987979	SRS4395961	SRX5415045	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	93613508	18909928616	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G20476.DMS_454.2.bam	5199299656;5680847112	299c09882f2b46a11b1c03f6666a750c;aa2db3e857c56e0a4701100c7fe51e35	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8616005/SRR8616005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8616005/SRR8616005_2.fastq.gz	9395678499	e7384c60316c57027c47e434dbc34773	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8616005	DMS454_LUNG	DMS454_LUNG
SRR8633263	SAMN10987727	SRS4395455	SRX5432155	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	27735936	804342144	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	U-BLC1.bam	555305288	32a46858215c4fe8595e70383ca1f49f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/003/SRR8633263/SRR8633263.fastq.gz	425332829	63e3bc8ac5dbf037202685d9e0cbc16d	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/003/SRR8633263	UBLC1_URINARY_TRACT	UBLC1_URINARY_TRACT
SRR8634074	SAMN10987915	SRS4395409	SRX5432597	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	94431605	2738516545	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	H4.bam	2228181462	c44e24a815d389b26d752f8c4abfdb24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/004/SRR8634074/SRR8634074.fastq.gz	1715135585	efd3d458dbdd1a9d8cf29770165e2426	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/004/SRR8634074	H4_CENTRAL_NERVOUS_SYSTEM	H4_CENTRAL_NERVOUS_SYSTEM
SRR8616006	SAMN10988540	SRS4395960	SRX5415044	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	98098264	19815849328	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G27318.DEL.1.bam	6566116238;6374189008	2f0cb67519b25e3ea217758992ecb0e1;6befacc9a463e92dcb13a63fc091ade7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8616006/SRR8616006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8616006/SRR8616006_2.fastq.gz	11059827889	7d13520061cc0ecc86c1a7445fabf942	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8616006	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8633266	SAMN10987794	SRS4395452	SRX5432152	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	30564804	886379316	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	UACC-62.bam	642165612	0fb60862c0ae235bfdf5131d9fc32fe7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/006/SRR8633266/SRR8633266.fastq.gz	492101905	eaa87c1f09c1ab32308c83e85136a323	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/006/SRR8633266	UACC62_SKIN	UACC62_SKIN
SRR8634087	SAMN10987673	SRS4395124	SRX5432584	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	59918266	1737629714	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H2342.bam	1263688968	9a131e6949bbbd32d3364feb9bad73a8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/007/SRR8634087/SRR8634087.fastq.gz	998381408	97b9a49eba148c99f9722328b3234353	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/007/SRR8634087	NCIH2342_LUNG	NCIH2342_LUNG
SRR8616008	SAMN10988036	SRS4395958	SRX5415042	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	71881825	14520128650	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G26217.DK-MG.2.bam	4475935042;4460234619	73afb8ce1440faedf2ed941b551f4b99;bf513031902ede9d7d5efc4269857f09	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8616008/SRR8616008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8616008/SRR8616008_2.fastq.gz	7624284555	e5bf4164882e566ca3706a3bbd82a5cf	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8616008	DKMG_CENTRAL_NERVOUS_SYSTEM	DKMG_CENTRAL_NERVOUS_SYSTEM
SRR8633268	SAMN10987710	SRS4395227	SRX5432150	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	60869754	1765222866	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	SNU-1197.bam	1233400774	7ca6058192c7f3fae7c079e4b2ca907c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8633268/SRR8633268.fastq.gz	952231179	7089d6c200bbcb5c18cf6832a14e7d4d	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8633268	SNU1197_LARGE_INTESTINE	SNU1197_LARGE_INTESTINE
SRR8634088	SAMN10987629	SRS4395123	SRX5432583	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	45699851	1325295679	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H2347.bam	955804857	750d213d66cb41b4b127756b7b8a7d68	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/008/SRR8634088/SRR8634088.fastq.gz	730696112	0ef27ee7e5f285d9759bf025d9ea6ee5	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/008/SRR8634088	NCIH2347_LUNG	NCIH2347_LUNG
SRR8633272	SAMN10987990	SRS4397840	SRX5432146	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	48528893	1407337897	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	WM1799.bam	1057022029	fddf53209f9ec24882791ed18a7d732f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/002/SRR8633272/SRR8633272.fastq.gz	825691295	ded824bb113bed74267d392eea3a1fe1	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/002/SRR8633272	WM1799_SKIN	WM1799_SKIN
SRR8616016	SAMN10987839	SRS4395952	SRX5415034	PRJNA523380	9606	Homo sapiens	ILLUMINA	PAIRED	TRANSCRIPTOMIC	76024323	15356913246	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	G27240.A4_Fuk.1.bam	4528162947;4502876954	c72a6f4768cce9eb6120eb951b9f28e9;7d6fd85ab426378dda884c1a15e79e24	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8616016/SRR8616016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8616016/SRR8616016_2.fastq.gz	7757048522	af2d563055c3e09d2dfb30313ed82ec1	ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8616016	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	A4FUK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SRR8634090	SAMN10987683	SRS4395125	SRX5432581	PRJNA523380	9606	Homo sapiens	ILLUMINA	SINGLE	GENOMIC	46193549	1339612921	2019-03-28	2019-03-28	Cancer Cell Line Encyclopedia (CCLE)	NCI-H2291.bam	989565141	7ae6eb50da20014219acce4dd001ccfc	ftp.sra.ebi.ac.uk/vol1/fastq/SRR863/000/SRR8634090/SRR8634090.fastq.gz	744142525	15ee60fc9f378986da1ea9226ba7ce44	ftp.sra.ebi.ac.uk/vol1/srr/SRR863/000/SRR8634090	NCIH2291_LUNG	NCIH2291_LUNG
